1.  SEDAN TYPE SALES                                                                                                                            `JAN-DEC 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,,SPECIFICATION,,,,,,,,,,,,,,,,,,,,MONTH,,,,,,,,,,,,SHARE BY BRAND,MARKET SHARE,TOTAL 2018
,,BRAND ,TYPE MODEL,CC ,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU / CKD ,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG ,SEP,OCT,NOV,DEC,,,
,,,Sienta E 1.5,1497,MT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,3,3,12,7,4,-,-,4,10,13,1,-,0%,0%,57
,,,Sienta E 1.5 CVT,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,-,-,3,3,4,-,15,6,2,3,1,-,0%,0%,37
,,,Sienta G 1.5,1497,MT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,11,31,42,29,19,62,20,22,67,143,128,10,0.1%,0.1%,584
,,,Sienta G 1.5 CVT,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,10,69,64,27,43,14,19,31,61,90,26,3,0.1%,0.1%,457
,,,Sienta V 1.5,1497,MT,G,-,-,-,195/50 R16,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,11,31,51,106,43,71,24,29,165,107,25,24,0.1%,0.1%,687
,,,Sienta V 1.5 CVT,1497,AT,G,-,-,-,195/50 R16,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,29,187,157,330,66,178,74,58,252,222,250,198,0.4%,0.3%,2001
,,,Sienta Q 1.5 CVT,1497,AT,G,-,-,-,195/50 R16,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,12,40,105,198,68,110,42,50,190,113,195,167,0.3%,0.2%,1290
,,,ALL New Rush 1.5 G,1496,MT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,418,610,627,183,195,217,576,587,656,627,474,360,1.1%,0.9%,5530
,,,ALL New Rush  1.5 G A/T,1496,AT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,336,454,482,199,217,153,614,596,518,365,415,211,0.9%,0.7%,4560
,,,ALL New Rush 1.5 TRD Sportivo,1496,MT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,1473,1421,1847,1257,1189,648,2506,2315,2447,3437,2054,1868,4.5%,3.5%,22462
,,,ALL New Rush 1.5 TRD Sportivo A/T,1496,AT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,1189,1090,2071,1287,1231,714,3669,2400,2176,2159,1551,1056,4.2%,3.2%,20593
,,,All NewYaris 1.5 G AT,1500,AT,G,42,1045,4237,195/50R16,109 / 6000,2550,4115X1700X1475,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,1,-,0%,0%,1
,,,All NewYaris 1.5  TRD Sportivo,1500,MT,G,42,1055,4058,195/50R16,109 / 6000,2550,4115X1700X1475,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,1,-,-,-,-,-,-,1,0%,0%,2
,,,All NewYaris 1.5   AT TRD Sportivo,1500,AT,G,42,1075,4237,195/50R16,109 / 6000,2550,4115X1700X1475,5,4X2,FF,-,5,4,CKD,INA,2,-,-,-,-,1,-,-,-,-,-,-,0%,0%,3
,,,All NewYaris 1.5  Haykers,1500,MT,G,42,1075,4237,195/50R16,109 / 6000,2550,4115X1700X1475,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,All NewYaris 1.5  Haykers AT,1500,AT,G,42,1075,4237,195/50R16,109 / 6000,2550,4115X1700X1475,5,4X2,FF,-,5,4,CKD,INA,19,-,-,-,-,-,-,-,-,-,-,-,0%,0%,19
,,,New Yaris 1.5 E,1496,MT,G,42,1055,4058,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,23,22,71,45,-,-,-,-,-,-,-,0%,0%,161
,,,New Yaris 1.5 E CVT,1496,AT,G,42,1075,4237,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,23,35,85,50,-,-,-,-,-,-,-,0%,0%,193
,,,New Yaris 1.5 G,1496,MT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,132,149,135,115,-,-,1,-,-,-,-,0.1%,0.1%,532
,,,New Yaris 1.5 G CVT,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,179,274,225,193,2,-,-,-,1,-,20,0.2%,0.1%,894
,,,New Yaris 1.5 TRD Sportivo,1496,MT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,246,258,288,288,28,98,172,71,63,55,47,0.3%,0.3%,1614
,,,New Yaris 1.5 TRD Sportivo CVT,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,506,549,680,628,382,724,723,281,591,809,738,1.3%,1%,6611
,,VOLKSWAGEN,Golf 1.4 TSI AT,1400,AT,G,-,-,3500,-,-,2637,4349 x 2027 x 1452,-,4X2,FF,-,5,4,CBU,Germany,2,-,1,-,-,-,-,1,-,3,1,1,0%,0%,9
,,,Polo 1.2 GT TSI AT,1200,AT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,India,20,25,29,31,27,15,22,46,18,15,14,-,0.1%,0%,262
,,,Polo 1.4,1400,AT,G,45,1104,3765,185/60/R15,85,2470,3970 x 1682 x 1485,-,4X2,FF,177,5,4,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,Scirocco 1.4,1400,AT,G,-,1360,3778,235/40/R18,160,2578,4256 x 1810 x 1404,-,4X2,FF,-,3,4,CBU,Germany,-,-,5,-,7,1,7,5,6,5,5,2,0%,0%,43
,,,Tiguan 1.4 AT,1400,AT,G,64,1510,3949,25/55/R17,150,2604,4426 x 1809 x 1703,-,4X2,FF,193,5,4,CBU,Germany,-,-,58,1,35,9,10,16,13,11,13,8,0%,0%,174
,,WULING,Confero S 1.5,1500,MT,G,42,-,4.889,195/60 R15,107,2720,4493X1691X1715,-,4X2,FR,-,5,4,CKD,INA,107,297,227,129,435,216,286,400,592,345,432,1107,0.9%,0.7%,4573
,,,Confero S 1.5C,1500,MT,G,42,-,4.889,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,228,157,336,86,211,131,216,177,146,214,155,113,0.4%,0.3%,2170
,,,Confero S 1.5L,1500,MT,G,42,-,4.889,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,220,111,368,567,458,535,241,637,171,216,459,336,0.9%,0.7%,4319
,,,Cortez 1.5S MT,1500,MT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,61,5,7,4,2,6,8,82,0%,0%,175
,,,Cortez 1.5C MT,1500,MT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,114,79,38,27,25,44,23,84,0.1%,0.1%,434
,,,Formo 1.2 BV,1200,MT,G,42,-,4.889,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,46,10,7,0%,0%,63
,,,Formo 1.2,1200,MT,G,42,-,4.889,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,20,-,-,0%,0%,20
,,TOTAL,,,,,,,,,,,,,,,,,,,,41694,38919,43339,43987,44990,23899,46966,46049,40893,45638,40876,37108,100%,78%,494358
,,CUMULATIVE,,,,,,,,,,,,,,,,,,,,41694,80613,123952,167939,212929,236828,283794,329843,370736,416374,457250,494358,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(4X2) CC 1.501 -  2.500 [G/D] ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
