1.   SEDAN TYPE PRODUCTION                                     `JAN-DEC 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,,SPECIFICATION,,,,,,,,,,,,,,,,,,,,,MONTH,,,,,,,,,,,,Segmt Share,Sedan Share,TOTAL 2023
,,BRAND,ASSEMBLER,TYPE / MODEL,CC,TRANS,"FUEL
(G/D)","TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,"WHEEL
BASE","DIMENSION
P x L x T",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
,,,,Xpander Cross  Type M Export To Chile,"1,499",MT,G,45,"1,780","4,812",205/55 R16,104,"2,775",4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,-,20,100,-,-,64,21,25,17,18,10,15,0.0%,0.0%,290
,,,,Xpander Cross  Type H Export To Chile,"1,499",AT,G,45,"1,780","4,812",205/55 R16,104,"2,775",4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,-,40,200,-,-,42,37,21,19,19,7,-,0.0%,0.0%,385
,,,,Xpander Cross  Type P Export To Chile,"1,499",AT,G,45,"1,780","4,812",205/55 R16,104,"2,775",4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,-,45,142,53,-,50,74,26,22,18,-,-,0.1%,0.0%,430
,,,,Xpander Type M Export To Brunei & Mauritius,"1,499",AT,G,45,"1,780","4,375",205/55 R16,104,"2,775",4478 X 1750 X 1695,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,8,0.0%,0.0%,8
,,,,Livina EL 1.5 (4x2) M/T,"1,499",MT,G,45,"1,780","4,375",205/55 R16,104,"2,775",4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,5,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,5
,,,,Livina VE 1.5 (4x2) AT,"1,499",AT,G,45,"1,780","4,375",205/55 R16,104,"2,775",4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,10,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,10
,,,,Livina VL 1.5 (4x2) AT,"1,499",AT,G,45,"1,780","4,375",205/55 R16,104,"2,775",4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,51,-,-,-,-,-,62,-,-,22,18,-,0.0%,0.0%,153
,,,,Livina Export To Philippine (Nlhlvp),"1,499",MT,G,45,"1,780","4,375",205/55 R16,104,"2,775",4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,21,13,10,-,-,-,-,-,-,-,-,-,0.0%,0.0%,44
,,,,Livina Export To Philippine (Rhhlvp),"1,499",AT,G,45,"1,780","4,375",205/55 R16,104,"2,775",4477 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,150,85,44,157,130,167,98,104,118,66,137,118,0.2%,0.1%,"1,374"
,,,,Livina Export To Philippine (Rphlvp),"1,499",AT,G,45,"1,780","4,375",205/55 R16,104,"2,775",4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,106,65,48,159,125,163,95,97,55,29,93,72,0.1%,0.1%,"1,107"
,,,,XFORCE ULTIMATE,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x  1810 x  1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,175,"1,195","1,909",0.4%,0.4%,"3,279"
,,,,XFORCE EXCEED,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x  1810 x  1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,37,159,87,0.0%,0.0%,283
,,SUZUKI,PT. Suzuki Indomobil Motor,APV-GE,"1,495",MT,G,46,"1,950","4,300",185/80 R14,105,"2,625",4225 X 1655 X 1855,8,4X2,FR,-,4,4,CKD,INA,37,63,94,46,75,196,147,292,279,202,120,80,0.2%,0.2%,"1,631"
,,,,APV-GL,"1,495",MT,G,46,"1,950","4,300",185/80 R14,105,"2,625",4225 X 1655 X 1855,8,4X2,FR,-,4,4,CKD,INA,26,54,73,42,55,79,121,120,186,86,49,64,0.1%,0.1%,955
,,,,APV-GX,"1,495",MT,G,46,"1,950","4,300",195/65 R15,105,"2,625",4225 X 1655 X 1855,8,4X2,FR,-,4,4,CKD,INA,39,30,71,34,54,118,147,121,147,184,110,26,0.1%,0.1%,"1,081"
,,,,APV  SGX,"1,495",MT,G,46,"1,950","4,300",195/65 R15,105,"2,625",4225 X 1655 X 1855,7,4X2,FR,-,4,4,CKD,INA,16,15,30,16,172,22,14,46,58,14,-,-,0.1%,0.0%,403
,,,,All New  Ertiga GA,"1,462",MT,G,45,"1,765","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,10,32,2,6,16,50,176,161,161,42,3,10,0.1%,0.1%,669
,,,,All New  Ertiga GL MT,"1,462",MT,G,45,"1,765","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,176,647,265,164,355,440,365,288,338,281,303,118,0.5%,0.4%,"3,740"
,,,,All New  Ertiga GL AT,"1,462",AT,G,45,"1,775","4,545",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,288,495,211,65,197,278,314,364,312,290,209,32,0.4%,0.3%,"3,055"
,,,,ALL NEW ERTIGA  GX HYBRID MT,"1,462",MT,HYBRID,45,"1,775","4,687",185/65 R15,92,"2,740",4325 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,103,3,49,123,182,223,281,148,98,151,180,184,0.2%,0.2%,"1,725"
,,,,ALL NEW ERTIGA  GX HYBRID AT,"1,462",AT,HYBRID,45,"1,855","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,977,126,"1,072",293,371,794,762,755,649,567,588,519,1.0%,0.8%,"7,473"
,,,,ALL NEW ERTIGA  SS HYBRID MT,"1,462",MT,HYBRID,45,"1,775","4,687",185/65 R15,92,"2,740",4325 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,79,25,144,59,9,15,50,48,-,-,-,-,0.1%,0.0%,429
,,,,ALL NEW ERTIGA  SS HYBRID AT,"1,462",AT,HYBRID,45,"1,855","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,147,30,324,70,101,186,199,128,-,-,-,1,0.2%,0.1%,"1,186"
,,,,XL-7 ZETA  MT,"1,462",MT,G,45,"1,720","4,353",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,186,183,123,21,379,231,278,171,97,136,197,371,0.3%,0.3%,"2,373"
,,,,XL-7 ZETA  AT,"1,462",AT,G,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,177,172,131,68,421,515,232,241,151,222,291,473,0.4%,0.3%,"3,094"
,,,,XL-7 BETA  MT,"1,462",MT,G,45,"1,720","4,353",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,172,128,121,28,300,10,-,-,-,-,-,-,0.1%,0.1%,759
,,,,XL-7 BETA  AT,"1,462",AT,G,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,"1,983","2,060","1,632","1,372","1,314",232,-,-,-,-,-,-,1.1%,0.9%,"8,593"
,,,,XL-7 ALPHA  MT,"1,462",MT,G,45,"1,720","4,353",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,96,79,96,-,206,-,-,-,-,-,-,-,0.1%,0.1%,477
,,,,XL-7 ALPHA  AT,"1,462",AT,G,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,243,195,364,1,593,-,-,-,-,-,-,-,0.2%,0.2%,"1,396"
,,,,Xl-7   Beta Hybrid Mt,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,201,182,192,25,47,37,59,0.1%,0.1%,743
,,,,Xl-7 Beta Hybrid At,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,408,558,"1,240",695,773,"1,056",743,0.7%,0.6%,"5,473"
,,,,Xl-7 Alpha Hybrid Mt,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,128,149,152,139,229,97,60,0.1%,0.1%,954
,,,,Xl-7 Alpha Hybrid At,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,453,492,408,467,713,742,658,0.5%,0.4%,"3,933"
,,TOYOTA,PT. Toyota Motor  Mftg Indonesia,YARIS V  (SPORT GRADE),"1,500",MT,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,5,5,4,CKD,INA,15,7,5,4,2,-,-,-,9,1,3,5,0.0%,0.0%,51
,,,,YARIS G (HIGH GRADE),"1,500",CVT,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,1
,,,,YARIS V  (SPORT GRADE),"1,500",CVT,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,276,13,5,6,294,35,130,169,11,19,7,5,0.1%,0.1%,970
,,,,YARIS CROSS,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,2,163,92,427,327,89,224,240,0.2%,0.2%,"1,564"
,,,,YARIS CROSS,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,8,818,824,339,674,"1,550","2,055",464,0.9%,0.7%,"6,732"
,,,,YARIS CROSS,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,8,272,344,600,328,137,393,505,0.3%,0.3%,"2,587"
,,,,YARIS CROSS,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,3,282,283,129,93,172,20,-,0.1%,0.1%,982
,,,,YARIS CROSS,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,5,164,265,561,272,165,318,413,0.3%,0.2%,"2,163"
,,,,YARIS CROSS,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,4,13,19,2,43,74,1,23,0.0%,0.0%,179
,,,,YARIS CROSS,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,5,"1,183",97,293,219,95,25,-,0.2%,0.2%,"1,917"
,,,,YARIS CROSS,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,4,202,6,147,149,79,25,26,0.1%,0.1%,638
,,,,YARIS CROSS,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,3,50,44,0.0%,0.0%,97
,,,,YARIS CROSS,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,-,38,32,66,27,30,33,32,0.0%,0.0%,258
,,,,YARIS CROSS HEV,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,4,22,508,"1,163","1,107",495,628,835,0.6%,0.5%,"4,762"
,,,,YARIS CROSS HEV,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,3,13,44,89,77,171,159,85,0.1%,0.1%,641
,,,,YARIS CROSS HEV,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,2,13,18,32,34,98,109,103,0.1%,0.0%,409
,,,,YARIS CROSS HEV,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,6,118,"1,770","1,543","2,439",962,383,251,1.0%,0.8%,"7,472"
,,,,YARIS CROSS HEV,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,1,-,-,-,-,-,-,-,0.0%,0.0%,1
,,,,YARIS CROSS HEV,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x  1805 x  1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,-,35,69,119,106,87,96,93,0.1%,0.1%,605
,,,,Sienta 1.5 G AT,"1,500",AT,G,42,"1,320",-,185 / 60 R15,109,"2,750",4235 x  1695 x  1695,7,4X2,FF,6,5,4,CKD,INA,13,15,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,28
,,,,Sienta 1.5 V  AT,"1,500",AT,G,42,"1,320",-,185 / 60 R15,109,"2,750",4235 x  1695 x  1695,7,4X2,FF,6,5,4,CKD,INA,57,14,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,71
,,,,"Veloz  1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,832,778,995,149,369,2,100,814,649,508,400,893,0.8%,0.7%,"6,489"
,,,,"Veloz  1,5 M/T","1,500",MT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,5,5,4,CKD,INA,179,166,239,106,455,-,3,304,192,320,301,98,0.3%,0.3%,"2,363"
,,,,"Veloz  1,5 M/T","1,500",MT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,5,5,4,CKD,INA,199,136,199,109,390,-,1,131,213,461,52,86,0.3%,0.2%,"1,977"
,,,,"Veloz  1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,14,8,6,5,10,7,-,-,-,-,1,-,0.0%,0.0%,51
,,,,"Veloz  1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,546,802,"1,209",885,553,278,281,399,464,618,"1,003",518,1.0%,0.8%,"7,556"
,,,,"Veloz  1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,156,201,105,221,350,-,2,149,256,411,51,131,0.3%,0.2%,"2,033"
,,,,"Veloz  1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,-,-,-,-,-,28,135,240,230,175,231,219,0.2%,0.1%,"1,258"
,,,,"Veloz  1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,"1,679","1,620","2,105",166,"1,723",-,8,557,"1,268","1,114",783,"1,288",1.6%,1.3%,"12,311"
,,,,"Veloz  1,5 M/T","1,500",MT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,5,5,4,CKD,INA,1,5,3,4,-,-,-,-,-,-,-,-,0.0%,0.0%,13
,,,,"Veloz  1,5 M/T","1,500",MT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,5,5,4,CKD,INA,533,846,906,618,382,284,292,290,418,502,690,618,0.8%,0.7%,"6,379"
,,,,"Veloz  1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,5,2,2,2,-,-,-,-,-,-,-,-,0.0%,0.0%,11
,,,,"Veloz  1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,20,19,125,56,124,224,49,51,46,118,65,82,0.1%,0.1%,979
,,,,"Veloz  1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,238,307,293,293,507,30,445,317,418,768,318,169,0.5%,0.4%,"4,103"
,,,,"Veloz  1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,259,951,"2,128","1,321","1,054","1,643","1,330","1,081","1,205","1,045","1,814","1,673",2.0%,1.7%,"15,504"
,,,,"Veloz  1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,"1,190",714,469,730,"1,222",55,825,571,657,"1,182",474,234,1.1%,0.9%,"8,323"
,,,,"Veloz  1,5 M/T","1,500",MT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,5,5,4,CKD,INA,722,909,281,354,-,2,139,133,82,361,328,355,0.5%,0.4%,"3,666"
,,,,"Veloz  1,5 A/T","1,500",CVT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x  1750 x  1700,7,4X2,FF,6,5,4,CKD,INA,509,837,669,429,898,409,498,499,767,"1,005","1,227","1,069",1.1%,0.9%,"8,816"
,,,PT. Astra Daihatsu Motor,Avanza 1.3 Transmover M/T,"1,300",MT,G,45,"1,100",-,185 / 65 R15,105,"2,750",4395 x  1750 x  1700,7,4X2,FF,5,5,4,CKD,INA,745,5,-,-,-,-,-,-,-,-,-,-,0.1%,0.1%,750
,,,,"Avanza 1,3 M/T","1,300",MT,G,45,"1,100",-,185 / 65 R15,105,"2,750",4395 x  1750 x  1700,7,4X2,FF,5,5,4,CKD,INA,"1,853","1,511","1,584",481,354,"1,244","1,946","1,384","1,055","1,643","1,375","1,414",2.0%,1.7%,"15,844"
,,,,"Avanza 1,3 AT","1,300",CVT,G,45,"1,100",-,205 / 55 R16,105,"2,655",4395 x  1750 x  1700,7,4X2,FF,4,5,4,CKD,INA,979,843,"1,001",240,"1,060",925,"1,113",886,884,753,662,"1,173",1.3%,1.1%,"10,519"
,,,,"Avanza 1,5 M/T","1,500",MT,G,45,"1,100",-,185 / 65 R15,105,"2,750",4395 x  1750 x  1700,7,4X2,FF,5,5,4,CKD,INA,"1,494","2,085","2,191",371,"2,316",667,829,"1,226","1,158","1,432","2,063","1,692",2.2%,1.9%,"17,524"
,,,,"Avanza 1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 55 R16,105,"2,655",4395 x  1750 x  1700,7,4X2,FF,4,5,4,CKD,INA,"2,220","1,340","1,534","1,688","1,353","1,336","1,366","1,619","1,345","1,235","1,913","2,016",2.4%,2.0%,"18,965"
,,,,"Avanza 1,5 AT","1,500",CVT,G,45,"1,100",-,205 / 55 R16,105,"2,655",4395 x  1750 x  1700,7,4X2,FF,4,5,4,CKD,INA,5,3,9,-,11,52,-,8,-,-,10,3,0.0%,0.0%,101
,,,,RAIZE 1.2 E M/T,"1,200",MT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x  1710 x  1635,5,4X2,FF,5,5,4,CKD,INA,-,31,35,27,14,27,49,83,26,20,14,15,0.0%,0.0%,341
,,,,RAIZE 1.2 E M/T,"1,200",MT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x  1710 x  1635,5,4X2,FF,5,5,4,CKD,INA,244,982,560,156,195,120,364,429,412,476,709,525,0.7%,0.6%,"5,172"
,,,,RAIZE 1.2 E AT,"1,200",AT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x  1710 x  1635,5,4X2,FF,5,5,4,CKD,INA,228,2,64,-,21,55,100,94,65,66,53,10,0.1%,0.1%,758
,,,,RAIZE 1.2 E M/T,"1,200",MT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x  1710 x  1635,5,4X2,FF,5,5,4,CKD,INA,97,351,211,77,42,243,288,211,212,158,196,206,0.3%,0.2%,"2,292"
,,,,RAIZE 1.2 E AT,"1,200",AT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x  1710 x  1635,5,4X2,FF,5,5,4,CKD,INA,6,5,5,4,24,5,26,19,20,5,-,-,0.0%,0.0%,119
,,,,RAIZE 1.2 G M/T,"1,200",MT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x  1710 x  1635,5,4X2,FF,5,5,4,CKD,INA,-,327,416,69,297,390,370,287,307,357,211,256,0.4%,0.4%,"3,287"
,,,,RAIZE 1.2 G M/T,"1,200",MT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x  1710 x  1635,5,4X2,FF,5,5,4,CKD,INA,11,5,5,-,22,6,1,26,8,22,-,-,0.0%,0.0%,106
,,,,RAIZE 1.2 G AT,"1,200",AT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x  1710 x  1635,5,4X2,FF,5,5,4,CKD,INA,647,268,543,202,77,559,599,446,273,457,303,373,0.6%,0.5%,"4,747"
,,,,RAIZE 1.2 G AT,"1,200",AT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x  1710 x  1635,5,4X2,FF,5,5,4,CKD,INA,32,-,86,55,107,188,191,88,54,146,75,85,0.1%,0.1%,"1,107"
,,,,RAIZE 1.2 Export,"1,200",AT,G,36,"1,255",-,205 / 65 R16,87,"2,525",4030 x  1710 x  1635,5,4X2,FF,5,5,4,CKD,INA,"5,716","6,751","6,168","4,143","7,405","4,573","6,057","4,900","4,504","5,098","4,837","3,991",8.2%,6.9%,"64,143"
,,,,RUSH 1.5 G M/T (CB),"1,500",MT,G,45,"1,670",-,221 / 65 R16,103,"2,685",4441 x  1695 x  1705,7,4X2,FR,5,5,4,CKD,INA,328,583,534,102,145,174,203,279,330,195,432,276,0.5%,0.4%,"3,581"
,,,,RUSH 1.5 G AT (CD),"1,500",AT,G,45,"1,670",-,222 / 65 R16,103,"2,685",4442 x  1695 x  1705,7,4X2,FR,4,5,4,CKD,INA,293,303,242,167,195,228,111,277,235,261,382,288,0.4%,0.3%,"2,982"
,,,,RUSH 1.5 S M/T (BH),"1,500",MT,G,45,"1,670",-,223 / 65 R16,103,"2,685",4443 x  1695 x  1705,7,4X2,FR,5,5,4,CKD,INA,"2,769","2,486","1,142","1,166","1,237",692,"1,272","1,545","1,318","1,080","2,131","1,985",2.4%,2.0%,"18,823"
,,,,RUSH 1.5 S AT (CC),"1,500",AT,G,45,"1,670",-,224 / 65 R16,103,"2,685",4444 x  1695 x  1705,7,4X2,FR,4,5,4,CKD,INA,"2,496","1,444",983,683,"1,196",117,"1,051",829,"1,086",872,"1,863","1,861",1.9%,1.6%,"14,481"
,,,,RUSH 1.5 Export,"1,500",-,G,45,"1,670",-,225 / 65 R16,103,"2,685",4445 x  1695 x  1705,7,4X2,FR,-,5,4,CKD,INA,"4,958","3,954","4,088","2,897","2,203","2,412","1,867","2,206","2,404","2,581","2,181","1,507",4.3%,3.6%,"33,258"
,,,,TOWN / LITE,-,MT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,"2,976","2,558","2,920","1,497","2,720","1,914","2,098","2,591","2,074","2,468","1,299",763,3.3%,2.8%,"25,878"
,,WULING,PT. SGMW Indonesia,Confero 1.5,"1,500",MT,G,42,5,-,195/60 R15,107,"2,720",4493X1691X1715,7,4X2,FR,-,5,4,CKD,INA,-,200,"1,000",480,925,67,399,424,502,350,550,400,0.7%,0.6%,"5,297"
,,,,Confero S 1.5C,"1,500",MT,G,42,5,-,195/60 R15,107,"2,720",4530X1691X1730,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,50,-,-,-,50,65,100,0.0%,0.0%,265
,,,,Confero S 1.5L,"1,500",MT,G,42,5,-,195/60 R15,107,"2,720",4530X1691X1730,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,65,-,-,-,100,100,200,0.1%,0.1%,465
,,,,Confero S 1.5L ACT,"1,500",AT,G,42,-,5,195/60 R15,107,"2,720",4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,25,25,-,-,-,-,-,0.0%,0.0%,50
,,,,Cortez  1.5S T CVT,"1,500",AT,G,52,-,"4,058",205/55 R16,129,"2,750",4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,2,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,2
,,,,Cortez  1.5S T MT,"1,500",MT,G,52,-,"4,058",205/55 R16,129,"2,750",4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,145,-,-,0.0%,0.0%,145
,,,,Cortez  1.5 CE,"1,500",CVT,G,52,-,"4,058",205/55 R16,129,"2,750",4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,30,-,50,-,-,-,-,-,-,-,0.0%,0.0%,80
,,,,Cortez  1.5 EX,"1,500",CVT,G,52,-,"4,058",205/55 R16,129,"2,750",4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,80,-,80,-,-,-,-,-,-,-,0.0%,0.0%,160
,,,,Formo 1.2 BV,"1,200",MT,G,42,-,5,195/60 R15,107,"2,720",4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,5,-,-,-,-,100,-,-,15,-,50,-,0.0%,0.0%,170
,,,,Formo 1.2,"1,200",MT,G,42,-,5,195/60 R15,107,"2,720",4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,2,-,-,-,-,5,107,24,204,100,70,260,0.1%,0.1%,772
,,,,Alvez  1.5 SE,"1,500",AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,10,120,-,100,100,100,-,50,58,134,-,0.1%,0.1%,672
,,,,Alvez  1.5 CE,"1,500",AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,250,200,110,-,100,100,195,-,0.1%,0.1%,955
,,,,Alvez  1.5 EX,"1,500",AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,140,"1,080","1,009",371,118,331,-,350,350,580,-,0.6%,0.5%,"4,329"
