1.   SEDAN  TYPE PRODUCTION                                   `JAN  JUL  2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,,SPECIFICATION,,,,,,,,,,,,,,,,,,,,,MONTH,,,,,,,,,,,,Segmt Share,Sedan Share,TOTAL 2025
,,BRAND,ASSEMBLER,TYPE / MODEL,CC,TRANS,"FUEL
(G/D)","TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,"WHEEL
BASE","DIMENSION
P x L x T",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
,,,,Xforce Ultimate Adas (Melange),"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CBU,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,Xforce Type G Export To Vietnam,"1,499",CVT,G,42,"1,730","5,698",225/50R19,103,"2,650",4391 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,"1,094",388,"1,283",635,899,419,466,-,-,-,-,-,1.4%,1.1%,"5,184"
,,,,Xforce Type H Export To Costa Rica,"1,499",CVT,G,42,"1,730","5,698",225/50R20,103,"2,650",4392 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,54,6,-,-,1,-,21,-,-,-,-,-,0.0%,0.0%,82
,,,,Xforce Type H Export To Vietnam,"1,499",CVT,G,42,"1,730","5,698",225/50R21,103,"2,650",4393 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,300,-,-,-,-,-,-,-,-,-,-,-,0.1%,0.1%,300
,,,,Xforce Export To Jordan,"1,499",CVT,G,42,"1,730","5,698",225/50R22,103,"2,650",4394 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,81,44,-,-,6,4,2,-,-,-,-,-,0.0%,0.0%,137
,,,,Xforce Type H Export To Mauritius,"1,499",CVT,G,42,"1,730","5,698",225/50R23,103,"2,650",4395 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,10,1,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,11
,,,,Xforce Type M Export To Costa Rica,"1,499",CVT,G,42,"1,730","5,698",225/50R24,103,"2,650",4396 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,91,4,-,-,1,-,31,-,-,-,-,-,0.0%,0.0%,127
,,,,Xforce Type M Export To Vietnam,"1,499",CVT,G,42,"1,730","5,698",225/50R25,103,"2,650",4397 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,1,-,806,442,304,229,-,-,-,-,-,0.5%,0.4%,"1,782"
,,,,Xforce Export To Lebanon,"1,499",CVT,G,42,"1,730","5,698",225/50R26,103,"2,650",4398 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,17,17,-,4,5,4,2,-,-,-,-,-,0.0%,0.0%,49
,,,,Xforce Type M Export To Mauritius,"1,499",CVT,G,42,"1,730","5,698",225/50R27,103,"2,650",4399 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,20,10,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,30
,,,,Xforce Type P Export To Costa Rica,"1,499",CVT,G,42,"1,730","5,698",225/50R28,103,"2,650",4400 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,83,5,-,-,1,-,9,-,-,-,-,-,0.0%,0.0%,98
,,,,Xforce Export To Panama,"1,499",CVT,G,42,"1,730","5,698",225/50R29,103,"2,650",4401 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,66,36,-,10,7,7,7,-,-,-,-,-,0.0%,0.0%,133
,,,,Xforce Type P Export To Mauritius,"1,499",CVT,G,42,"1,730","5,698",225/50R30,103,"2,650",4402 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,11,1,8,-,-,-,-,-,-,-,-,-,0.0%,0.0%,20
,,,,Xforce Type H Export To Egypt,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,8,81,-,-,-,-,-,0.0%,0.0%,89
,,,,Xforce Type M Export To South Africa,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,60,35,-,-,20,20,-,-,-,-,-,0.0%,0.0%,135
,,,,Xforce Type P Export To Egypt,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,14,107,-,-,-,-,-,0.0%,0.0%,121
,,,,Xforce Type P Export To South Africa,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,90,55,-,-,-,-,-,-,-,-,-,0.0%,0.0%,145
,,,,Xforce Export To Philippines,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,Xforce Export To Vietnam,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,705,28,83,57,47,20,29,-,-,-,-,-,0.3%,0.2%,969
,,,,Xforce Type H Export To Mexico,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,131,242,185,197,516,28,580,-,-,-,-,-,0.5%,0.4%,"1,879"
,,,,Xforce Type Q Export To Brunei,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,33,48,23,26,-,6,-,-,-,-,-,0.0%,0.0%,136
,,,,Xforce Export To Mexico,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,321,560,425,473,"1,222",39,"1,348",-,-,-,-,-,1.2%,1.0%,"4,388"
,,,,Xforce Export To Vietnam,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,623,224,900,984,978,420,3,-,-,-,-,-,1.1%,0.9%,"4,132"
,,,,Xforce Type H Export To Middle East (Bahrai,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,33,39,108,15,85,78,53,-,-,-,-,-,0.1%,0.1%,411
,,,,Xforce Type P Export To Middle East (Bahrai,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,90,161,196,25,155,108,82,-,-,-,-,-,0.2%,0.2%,817
,,,,Xforce Type H Export To Chile,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,21,25,20,16,2,1,3,-,-,-,-,-,0.0%,0.0%,88
,,,,Xforce Type M Export To Chile,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,51,64,40,35,-,-,-,-,-,-,-,-,0.1%,0.0%,190
,,,,Xforce Type P Export To Chile,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,37,61,46,38,4,7,10,-,-,-,-,-,0.1%,0.0%,203
,,,,"Xforce Type S Export To Peru, Costa Rica","1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,199,73,101,117,-,25,-,-,-,-,-,0.1%,0.1%,515
,,,,"Xforce Type S Export To Central, North & So","1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,27,3,46,18,17,29,-,-,-,-,-,0.0%,0.0%,140
,,,,Xforce Type U Export To North & South Ame,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,76,44,26,20,20,40,-,-,-,-,-,0.1%,0.0%,226
,,,,"Xforce Type U Export To Central, North & So","1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,18,9,24,63,45,43,-,-,-,-,-,0.1%,0.0%,202
,,,,Xforce Type U Export To Jamaica,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,1,1,14,6,1,4,-,-,-,-,-,0.0%,0.0%,27
,,,,Xforce Type L Export To Peru & Costa Rica,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,122,93,5,45,40,5,-,-,-,-,-,0.1%,0.1%,310
,,,,"Xforce Type L Export To Central, North & So","1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,34,26,38,91,35,52,-,-,-,-,-,0.1%,0.1%,276
,,,,Xforce Type L Export To Jamaica,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,4,3,20,8,8,10,-,-,-,-,-,0.0%,0.0%,53
,,,,Xforce Type M Export To Brunei,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,-,16,16,8,-,-,-,-,-,-,-,0.0%,0.0%,40
,,,,Xforce Type S Export,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,14,6,-,-,-,-,-,-,0.0%,0.0%,20
,,,,Xforce Type L Export To Chile,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,50,-,-,-,-,-,-,0.0%,0.0%,50
,,,,Xforce Type S Export To Chile,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,138,92,-,-,-,-,-,0.1%,0.1%,230
,,,,Xforce Type U Export To Chile,"1,499",CVT,G,42,"1,730","5,698",225/50R18,103,"2,650",4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,106,64,-,-,-,-,-,0.0%,0.0%,170
,,,,L100 Ev,-,-,BEV,42,"1,730","5,698",225/50R34,103,"2,650",4406 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,MORRIS GARAGE,PT. SAIC MOTOR INDONESIA,4 EV Magnify CKD,-,AT,BEV,-,-,-,215/50 R17,125,"2,705",4278 x 1836 x 1516,5,4X2,FR,-,5,4,CKD,INA,30,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,30
,,,,ZS EV Magnify,-,AT,BEV,-,-,-,215/55 R17,130,"2,585",4323 x 1809 x 1649,5,4X2,FR,-,5,4,CKD,INA,28,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,28
,,,,4 EV Ignite CKD,-,AT,BEV,-,-,-,215/50 R17,125,"2,705",4278 x 1836 x 1516,5,4X2,FR,-,5,4,CKD,INA,5,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,5
,,,,ZS EV Ignite,-,AT,BEV,-,-,-,215/55 R17,130,"2,585",4323 x 1809 x 1649,5,4X2,FR,-,5,4,CKD,INA,5,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,5
,,SUZUKI,PT. Suzuki Indomobil Motor,APV-GE,"1,495",MT,G,46,"1,950","4,300",185/80 R14,105,"2,625",4225 X 1655 X 1855,8,4X2,FR,-,4,4,CKD,INA,30,98,68,17,23,30,27,-,-,-,-,-,0.1%,0.1%,293
,,,,APV-GL,"1,495",MT,G,46,"1,950","4,300",185/80 R14,105,"2,625",4225 X 1655 X 1855,8,4X2,FR,-,4,4,CKD,INA,138,86,3,1,10,34,2,-,-,-,-,-,0.1%,0.1%,274
,,,,APV-GX,"1,495",MT,G,46,"1,950","4,300",195/65 R15,105,"2,625",4225 X 1655 X 1855,8,4X2,FR,-,4,4,CKD,INA,41,90,111,26,19,21,-,-,-,-,-,-,0.1%,0.1%,308
,,,,APV SGX,"1,495",MT,G,46,"1,950","4,300",195/65 R15,105,"2,625",4225 X 1655 X 1855,7,4X2,FR,-,4,4,CKD,INA,31,30,13,4,4,5,-,-,-,-,-,-,0.0%,0.0%,87
,,,,All New Ertiga GA,"1,462",MT,G,45,"1,765","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,2,2,2,5,3,1,1,-,-,-,-,-,0.0%,0.0%,16
,,,,All New Ertiga GL MT,"1,462",MT,G,45,"1,765","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,330,224,237,256,199,2,142,-,-,-,-,-,0.4%,0.3%,"1,390"
,,,,All New Ertiga GL AT,"1,462",AT,G,45,"1,775","4,545",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,222,138,277,189,230,14,115,-,-,-,-,-,0.3%,0.3%,"1,185"
,,,,All New Ertiga Gx Hybrid Mt,"1,462",AT,HYBRID,45,"1,855","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,90,107,27,122,120,-,48,-,-,-,-,-,0.1%,0.1%,514
,,,,All New Ertiga Gx Hybrid At,"1,462",AT,HYBRID,45,"1,855","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,158,211,277,196,449,-,212,-,-,-,-,-,0.4%,0.3%,"1,503"
,,,,All New Ertiga Cr Hybrid Mt,"1,462",AT,HYBRID,45,"1,855","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,All New Ertiga Cr Hybrid At,"1,462",AT,HYBRID,45,"1,855","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,13,27,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,40
,,,,All New Ertiga Cr Hybrid 2Tone Mt,"1,462",AT,HYBRID,45,"1,855","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,6,38,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,44
,,,,All New Ertiga Cr Hybrid 2Tone At,"1,462",AT,HYBRID,45,"1,855","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,54,12,58,-,-,-,-,-,-,-,-,-,0.0%,0.0%,124
,,,,XL-7 Zeta MT,"1,462",MT,G,45,"1,720","4,353",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,115,309,308,470,85,41,55,-,-,-,-,-,0.4%,0.3%,"1,383"
,,,,XL-7 Zeta AT,"1,462",AT,G,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,181,297,531,429,139,101,19,-,-,-,-,-,0.5%,0.4%,"1,697"
,,,,XL-7 Alpha Hybrid MT,"1,462",MT,HYBRID,45,"1,720","4,353",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,29,11,3,6,20,-,-,-,-,-,-,-,0.0%,0.0%,69
,,,,XL-7 Alpha Hybrid AT,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,40,68,115,61,3,-,10,-,-,-,-,-,0.1%,0.1%,297
,,,,XL-7  Beta Hybrid MT,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,28,103,110,183,141,1,68,-,-,-,-,-,0.2%,0.1%,634
,,,,XL-7 Beta Hybrid AT,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,"1,118",852,792,"1,509","1,342",249,900,-,-,-,-,-,1.8%,1.5%,"6,762"
,,,,XL-7 Alpha Hybrid MT,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,61,49,163,134,52,-,5,-,-,-,-,-,0.1%,0.1%,464
,,,,XL-7 Alpha Hybrid AT,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,336,407,650,355,111,-,151,-,-,-,-,-,0.5%,0.4%,"2,010"
,,,,XL-7 Alapha Kuro Hybrid At,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,42,-,-,-,-,-,0.0%,0.0%,42
,,,,XL-7 Alapha Kuro Hybrid 2Tone At,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,174,-,-,-,-,-,0.0%,0.0%,174
,,,,Fronx Gl Mt,"1,462",MT,G,37,"1,480","4,412",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,184,516,347,-,-,-,-,-,0.3%,0.2%,"1,047"
,,,,Fronx Gl At,"1,462",AT,G,37,"1,480","4,145",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,221,627,817,-,-,-,-,-,0.4%,0.4%,"1,665"
,,,,Fronx Hybrid Gx Mt,"1,462",MT,HYBRID,37,"1,480","4,412",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,75,217,157,-,-,-,-,-,0.1%,0.1%,449
,,,,Fronx Hybrid Gx At,"1,462",AT,HYBRID,37,"1,480","3,683",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,265,748,605,-,-,-,-,-,0.4%,0.4%,"1,618"
,,,,Fronx Hybrid Sgx At,"1,462",AT,HYBRID,37,"1,480","3,683",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,49,292,989,-,-,-,-,-,0.4%,0.3%,"1,330"
,,,,Fronx Hybrid Sgx 2Tone At,"1,462",AT,HYBRID,37,"1,480","3,683",195/60 R16,105,"2,520",3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,424,"1,167",940,-,-,-,-,-,0.7%,0.6%,"2,531"
,,TOYOTA,PT. Toyota Motor Mftg Indonesia,Yaris V (Sport Grade),"1,500",CVT,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,30,5,5,10,20,15,17,-,-,-,-,-,0.0%,0.0%,102
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,105,178,229,223,300,269,134,-,-,-,-,-,0.4%,0.3%,"1,438"
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,"1,443","1,352","1,804","1,391","1,226","1,471","2,097",-,-,-,-,-,2.9%,2.3%,"10,784"
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,644,560,474,264,387,357,542,-,-,-,-,-,0.9%,0.7%,"3,228"
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,43,15,5,5,20,27,22,-,-,-,-,-,0.0%,0.0%,137
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,226,236,252,303,219,120,223,-,-,-,-,-,0.4%,0.3%,"1,579"
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,2,4,-,3,-,-,-,-,-,0.0%,0.0%,9
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,36,20,20,18,6,9,17,-,-,-,-,-,0.0%,0.0%,126
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,-,-,-,-,2,-,-,-,-,-,-,-,0.0%,0.0%,2
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,21,-,-,3,-,1,2,-,-,-,-,-,0.0%,0.0%,27
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,82,56,80,50,35,58,52,-,-,-,-,-,0.1%,0.1%,413
,,,,Yaris Cross,"1,500",-,G,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,24,14,7,31,22,50,52,-,-,-,-,-,0.1%,0.0%,200
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,397,281,287,154,150,205,210,-,-,-,-,-,0.5%,0.4%,"1,684"
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,190,159,139,154,157,147,200,-,-,-,-,-,0.3%,0.2%,"1,146"
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,117,122,129,130,143,144,293,-,-,-,-,-,0.3%,0.2%,"1,078"
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,276,316,267,237,217,267,225,-,-,-,-,-,0.5%,0.4%,"1,805"
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,13,11,19,5,16,7,33,-,-,-,-,-,0.0%,0.0%,104
,,,,Yaris Cross Hev,"1,500",-,HYBRID,42,"1,100",-,195 / 50 R16,106,"2,550",4145 x 1805 x 1500,5,4X2,FF,7,5,4,CKD,INA,81,36,39,48,73,96,25,-,-,-,-,-,0.1%,0.1%,398
,,,,"Avanza 1,3 AT","1,300",AT,G,45,"1,100",-,185 / 65 R15,105,"2,750",4395 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,"1,094","1,414","1,196",910,"1,689","1,623","1,784",-,-,-,-,-,2.6%,2.1%,"9,710"
,,,,"Avanza 1,3 MT","1,300",MT,G,45,"1,100",-,205 / 55 R16,105,"2,655",4395 x 1750 x 1700,7,4X2,FF,4,5,4,CKD,INA,498,63,144,237,274,225,369,-,-,-,-,-,0.5%,0.4%,"1,810"
,,,,"Avanza 1,3 MT","1,500",MT,G,45,"1,100",-,185 / 65 R15,105,"2,750",4395 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,195,72,166,142,129,41,143,-,-,-,-,-,0.2%,0.2%,888
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,-,2,-,-,5,3,6,-,-,-,-,-,0.0%,0.0%,16
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,289,541,768,814,764,624,770,-,-,-,-,-,1.2%,1.0%,"4,570"
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,236,215,357,405,280,217,383,-,-,-,-,-,0.6%,0.5%,"2,093"
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,336,319,275,52,338,394,405,-,-,-,-,-,0.6%,0.5%,"2,119"
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,724,854,"1,089",989,"1,014","1,196",895,-,-,-,-,-,1.8%,1.5%,"6,761"
,,,,"Veloz 1,5 MT","1,500",MT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,"Veloz 1,5 MT","1,500",MT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,355,543,759,648,583,528,842,-,-,-,-,-,1.1%,0.9%,"4,258"
,,,,"Veloz 1,5 MT","1,500",MT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,205 / 50 R17,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,6,5,4,CKD,INA,2,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,2
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0.0%,0.0%,-
,,,,"Veloz 1,5 AT","1,500",AT,G,45,"1,100",-,195 / 60 R16,105,"2,750",4475 x 1750 x 1700,7,4X2,FF,5,5,4,CKD,INA,51,58,25,23,35,24,18,-,-,-,-,-,0.1%,0.1%,234
