1    SEDAN TYPE SALES                                                                                                             `JAN-DEC 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,,SPECIFICATION,,,,,,,,,,,,,,,,,,,,MONTH,,,,,,,,,,,,SHARE BY BRAND,MARKET SHARE,TOTAL 2.024
,,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,"CBU
/ CKD","ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
,,,Stargazer X Prime 6 Seat Two Tone,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,22,39,49,44,32,37,35,37,27,23,6,7,0%,0%,358
,,,Ioniq5 Prime Reguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,5,3,3,2,5,-,2,1,2,1,-,2,0%,0%,26
,,,Ioniq5 Prime Extended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,11,3,15,1,5,13,1,19,4,33,3,54,0%,0%,162
,,,Ioniq5 Signature Reguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,6,1,1,1,4,-,2,1,2,1,1,1,0%,0%,21
,,,Ioniq5 Signature Extended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,246,27,74,47,52,160,118,161,94,127,99,94,0%,0%,1.299
,,,Ioniq5 Signature N,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,27,26,0%,0%,53
,,KIA,Seltos,1.353,AT,G,55,1.705,-,215/60 R17,140/6000,2.61,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,11,3,-,-,-,-,-,-,-,-,-,-,0%,0%,14
,,,New Seltos,1.482,AT,G,55,1.705,-,215/60 R17,140/6000,2.61,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,-,-,-,-,-,-,1,-,38,21,-,-,0%,0%,60
,,,Sonet Premiere,1.5,AT,G,55,1.705,-,215/60 R17,140/6000,2.61,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,65,87,71,50,58,47,27,2,30,20,-,-,0%,0%,457
,,,Carens,1.353,AT,G,80,2.96,3.195,235/60 R18,270/6400,3.09,5155 x 2000 x 1785,11,4X2,FF,8,5,4,CBU,India,-,-,1,1,1,-,-,-,-,-,-,-,0%,0%,3
,,,Carens,1.497,AT,G,80,2.96,3.195,235/60 R18,202/3800,3.09,5155 x 2000 x 1785,11,4X2,FF,8,5,4,CBU,India,-,-,85,25,25,15,42,23,7,1,6,2,0%,0%,231
,,LEXUS,LBX Luxury 1.5 Cvt Hev,1.49,CVT,HEV,-,1.755,-,225 / 55 R18,-,2.58,4190X1825X1550,5,4X2,FR,-,4,4,CBU,Japan,-,-,-,-,-,-,2,4,3,6,13,11,0%,0%,39
,,,LBX Sport 1.5 Cvt Hev,1.49,CVT,HEV,-,1.755,-,225 / 55 R18,-,2.58,4190X1825X1550,5,4X2,FR,-,4,4,CBU,Japan,-,-,-,-,-,1,6,2,1,5,5,2,0%,0%,22
,,MAZDA,Mazda 2 GT  AT,1.498,AT,G,43,-,4.147,195/45R16,103,2.49,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,7,4,2,3,4,3,9,2,1,3,-,3,0%,0%,41
,,,MX-30 BEV,-,AT,BEV,-,-,-,215/55R18,145,2.655,4395 x 1795 x 1555,5,4X2,FF,-,5,4,CBU,Japan,-,-,-,-,-,-,-,-,-,-,-,3,0%,0%,3
,,MORRIS GARAGE,ZS Ignite,1.498,AT,G,48,1.258,-,215/50 R17,114,2.585,4314 x 1809 x 1624,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,2,-,-,-,-,-,0%,0%,2
,,,ZS Ignite 1.5L CVT,1.498,AT,G,48,1.258,-,215/60 R16,114,2.585,4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,-,1,-,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,ZS Magnify 1.5L CVT,1.498,AT,G,48,1.258,-,215/55 R17,114,2.585,4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,44,1,3,8,11,15,19,14,14,1,2,1,0%,0%,133
,,,HS Ignite,1.49,AT,G,55,1.51,-,235/50 R18,162,2.72,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
,,,HS i-Smart Magnify,1.49,AT,G,55,1.51,-,235/50 R18,162,2.72,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,-,-,5,2,-,-,-,-,-,-,-,-,0%,0%,7
,,,New HS Ignite,1.49,AT,G,55,1.51,-,235/50 R18,162,2.72,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,-,2,12,14,3,1,-,1,-,-,-,-,0%,0%,33
,,,New HS i-Smart Magnify,1.49,AT,G,55,1.51,-,235/50 R18,162,2.72,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,12,10,10,3,8,10,-,2,3,-,-,-,0%,0%,58
,,,4 EV Magnify,-,AT,BEV,-,-,-,215/50 R17,125,2.705,4278 x 1836 x 1516,5,4X2,FR,-,5,4,CBU,China,39,-,-,-,-,-,-,-,-,-,-,-,0%,0%,39
,,,4 EV Magnify CKD,-,AT,BEV,-,-,-,215/50 R17,125,2.705,4278 x 1836 x 1516,5,4X2,RR,-,5,4,CKD,INA,-,76,246,209,330,325,332,272,156,146,134,75,1%,0%,2.301
,,,ZS EV Magnify,-,AT,BEV,-,-,-,215/55 R17,130,2.585,4323 x 1809 x 1649,5,4X2,FR,-,5,4,CKD,INA,-,108,31,50,30,48,101,129,165,50,14,40,0%,0%,766
,,,ZS EV Ignite,-,AT,BEV,-,-,-,215/55 R17,130,2.585,4323 x 1809 x 1649,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,1,-,-,-,-,-,-,-,0%,0%,1
,,,VS HEV Magnify,1.498,AT,HEV,48,1.45,-,215/55 R17,109,2.585,4370 x 1809 x 1653,5,4X2,FR,-,5,4,CBU,Thailand,-,-,-,53,42,50,57,55,32,12,9,2,0%,0%,312
,,,EP,-,AT,BEV,-,1.102,-,205/60 R16,163,2.665,4544x1818x1543,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,-,-,59,-,-,-,-,-,0%,0%,59
,,MINI,Cooper Hatch A/T,1.499,AT,G,40,1.595,-,205/45 R17 88W,-,2.495,3821 x 1727 x 1414,-,4X2,FR,-,-,4,CBU,UK,-,-,-,-,-,-,-,3,-,-,1,6,0%,0%,10
,,,Cooper 5 Door A/T,1.499,AT,G,40,1.71,-,205/45 R17 88W,-,2.567,3982 x 1727 x 1425,-,4X2,FR,-,-,4,CBU,UK,-,1,-,-,-,-,-,-,-,-,1,3,0%,0%,5
,,,Cooper Clubman A/T,1.499,AT,G,48,1.89,-,225/45 R17 94Y,136,2.67,4266 x 1800 x 1441,-,4X2,FR,-,4,4,CBU,UK,-,-,-,1,-,1,2,2,2,-,2,-,0%,0%,10
,,,Cooper Countryman F60 CKD A/T,1.499,AT,G,61,1.985,-,225/50 R18 95W,136,2.67,4299 x 1822 x 1557,-,4X2,FF,-,-,4,CKD,INA,5,7,15,7,15,16,2,1,-,-,-,-,0%,0%,68
,,,Cooper SE Hatch A/T,-,AT,BEV,-,1.775,-,205/45 R17 88W,-,2.495,3850 x 1727 x 1432,-,4X2,FF,-,-,4,CBU,UK,2,3,6,2,4,3,4,11,14,7,4,8,0%,0%,68
,,,Cooper SE A/T,-,AT,BEV,-,1.605,-,"50 R17 93 H XL, 195/60 R16 93 H XL;205/50 R17 93 H XL, 195/60 R16 93",218,2.526,3858 x 1756 x 1460,4,4X2,FF,-,3,4,CBU,China,-,-,-,-,-,-,25,25,10,2,2,5,0%,0%,69
,,,Acemen SE AT  82 GC,-,AT,BEV,-,1.71,-,205/55 R17 95 H XL;205/55 R17 95 H XL,218,2.606,4079 x 1754 x 1514,5,4X2,FF,-,5,4,CBU,China,-,-,-,-,-,-,-,-,-,7,12,6,0%,0%,25
,,MITSUBISHI MOTORS,Xpander 1.5L ULTIMATE (4X2) CVT,1.499,CVT,G,45,1.84,4.375,205/55 R17,104,2.775,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,1.299,1.39,914,188,1.082,1.149,796,707,787,756,758,1.271,3%,2%,11.097
,,,Xpander 1.5L ULTIMATE-L (4X2) MT,1.499,MT,G,45,1.84,4.375,205/55 R17,104,2.775,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,75,75,55,80,64,76,89,99,0%,0%,613
,,,Xpander 1.5L SPORT  (4X2) CVT,1.499,CVT,G,45,1.84,4.375,195/65 R16,104,2.775,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,34,26,41,1,-,-,-,1,-,-,-,-,0%,0%,103
,,,Xpander 1.5L SPORT  (4X2) M/T,1.499,AT,G,45,1.84,4.375,195/65 R16,104,2.775,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,41,42,43,-,-,-,-,-,-,-,-,-,0%,0%,126
,,,Xpander 1.5L EXCEED (4X2) CVT,1.499,CVT,G,45,1.84,4.375,195/65 R16,104,2.775,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,498,199,129,328,231,252,306,325,316,303,210,254,1%,1%,3.351
,,,Xpander 1.5L EXCEED (4X2) M/T,1.499,AT,G,45,1.84,4.375,195/65 R16,104,2.775,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,32,72,81,229,313,255,142,112,106,202,156,139,1%,0%,1.839
,,,Xpander 1.5L GLS (4X2) CVT,1.499,CVT,G,45,1.84,4.375,195/65 R16,104,2.775,4595 X 1750 X 1730,7,4X2,FF,-,4,4,CKD,INA,42,64,318,218,129,13,2,9,-,1,1,-,0%,0%,797
,,,Xpander 1.5L GLS (4X2) M/T,1.499,AT,G,45,1.84,4.375,195/65 R16,104,2.775,4595 X 1750 X 1730,7,4X2,FF,-,4,4,CKD,INA,99,69,272,85,149,124,96,624,25,205,207,2,1%,0%,1.957
,,,Xpander Cross 1.5L PREMIUM  (4X2) CVT,1.499,CVT,G,45,1.84,4.375,205/55 R17,105,2.775,4500 X 1800 X 1750,7,4X2,FF,-,4,4,CKD,INA,1.314,1.276,1.19,186,1.129,1.011,1.011,693,792,494,691,1.068,3%,2%,10.855
,,,Xpander Cross 1.5L (4X2) M/T,1.499,AT,G,45,1.84,4.375,205/55 R17,105,2.775,4500 X 1800 X 1750,7,4X2,FF,-,4,4,CKD,INA,404,131,219,77,193,180,129,140,199,123,168,205,1%,0%,2.168
,,,Xforce Ultimate DS,1.499,CVT,G,42,1.73,5.698,225/50R18,103,2.65,4390 x 1810 x 1660,5,4X2,FF,-,4,4,CBU,INA,-,-,-,-,-,-,-,-,-,-,239,122,0%,0%,361
,,,Xforce Ultimate 1.5L 4X2 A/T,1.499,AT,G,42,1.73,5.698,225/50/R18,105,2.65,4390x1810x1660,5,4X2,FF,-,4,4,CKD,INA,687,21,68,422,598,424,658,776,611,576,456,461,2%,1%,5.758
,,,Xforce Exceed 1.5L 4X2 A/T,1.499,AT,G,42,1.73,5.698,225/50/R18,105,2.65,4390x1810x1660,5,4X2,FF,-,4,4,CKD,INA,121,12,12,3,4,18,44,27,66,24,27,40,0%,0%,398
,,,L100 EV,-,-,BEV,-,1.66,-,145 R12 8PP,-,-,3395 x 1475 x 1915,2,4x2,FF,-,3,4,CKD,INA,-,2,3,1,-,-,-,38,1,1,11,1,0%,0%,58
,,MERCEDES-BENZ PC,EQA 250,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FR,-,5,4,CBU,-,3,5,-,-,2,-,-,-,-,-,-,1,0%,0%,11
,,,EQB 250,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FR,-,5,4,CBU,-,-,-,-,-,-,-,-,-,-,3,1,2,0%,0%,6
,,,GLB 200 Progressive Line ( X247),1.332,AT,G,43,1.885,7,225/45 R18,163,2.729,"4,419 x 1,992 x 1,44",5,4X2,FF,-,5,4,CBU,-,1,6,-,-,13,8,2,1,-,-,4,6,0%,0%,41
,,NISSAN,Livina VL,1.498,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,30,30,30,20,15,20,6,1,4,1,-,5,0%,0%,162
,,,All  New Serena Highway Star e-Power,1.422,AT,G,60,1.965,-,195/60/R16,"147 / 5,600",2.86,"4,770 x 1,735 x 1,86",-,4X2,-,-,5,4,CBU,Japan,-,-,-,-,-,-,3,129,156,117,127,208,0%,0%,740
,,,KICKS E-POWER,1.2,AT,HEV,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,10,13,20,10,8,8,3,-,2,-,1,-,0%,0%,75
,,,Leaf,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,Japan,-,2,2,-,1,-,-,-,-,-,-,5,0%,0%,10
,,,Magnite Premium  Turbo CVT,999,AT,G,-,-,-,-,-,-,"3.994 x 1,758 x 1.57",5,4X2,-,-,5,4,CBU,Thailand,-,35,35,12,15,15,10,-,2,-,-,11,0%,0%,135
,,NETA,NETA V EV,-,AT,BEV,-,1.151,-,185/55R16,95,2.42,4070x1690x1540,5,4X2,FF,-,5,4,CKD,INA,39,20,10,-,-,-,-,-,-,-,-,-,0%,0%,69
,,,NETA V-II EV,-,AT,BEV,-,2.135,-,225/60R18,160,2.77,4619x1860x1628,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,13,93,111,75,80,20,31,20,0%,0%,443
,,,NETA X EV 500 SUPREME,-,AT,BEV,-,2.175,-,225/60R18,160,2.77,4619x1860x1628,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,22,15,26,32,0%,0%,95
,,PEUGEOT,2008 AT,1.199,AT,G,43,1.353,6,215/60/ R17,130,2.612,"4,312 x 1,785 x 1,54",5,4X2,FF,6,5,4,CBU,Malaysia,5,-,-,1,-,-,-,-,-,-,-,-,0%,0%,6
,,SUZUKI,Alpha Hybrid 2Tone Mt,1.462,AT,HEV,45,1.73,4.375,195/65 R16,105,2.74,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,61,91,65,75,52,54,89,72,50,70,139,0%,0%,818
,,,Alpha Hybrid 2Tone At,1.462,AT,HEV,45,1.73,4.375,195/65 R16,105,2.74,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,229,370,322,309,218,319,363,325,309,362,539,1%,1%,3.665
,,,Ignis GX AT,1.197,AT,G,43,1.43,4.375,185/60 R15,85,2.36,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,70,71,79,75,74,-,-,-,-,-,-,-,0%,0%,369
,,,S-Presso MT,998,MT,G,-,-,-,-,-,-,-,-,4X2,FF,-,-,-,CBU,India,14,66,123,81,43,42,54,51,34,53,274,37,0%,0%,872
,,,S-Presso AT,998,AT,G,-,-,-,-,-,-,-,-,4X2,FF,-,-,-,CBU,India,267,341,208,192,141,22,142,191,163,143,105,108,1%,0%,2.023
,,,All  New Ertiga GA,1.462,MT,G,45,1.765,4.687,185/65 R15,92,2.74,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,2,6,9,6,8,-,2,4,5,6,-,12,0%,0%,60
,,,All  New Ertiga GL MT,1.462,MT,G,45,1.765,4.687,185/65 R15,92,2.74,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,290,44,141,126,78,100,55,97,73,96,171,124,0%,0%,1.395
,,,All  New Ertiga GL AT,1.462,AT,G,45,1.775,4.545,185/65 R15,92,2.74,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,161,32,84,43,84,59,56,71,74,48,87,149,0%,0%,948
,,,All  New Ertiga GX Hybrid,1.462,MT,HEV,45,1.775,4.687,185/65 R15,92,2.74,4325 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,44,-,-,-,-,-,-,-,-,-,-,-,0%,0%,44
,,,All  New Ertiga GX Hybrid,1.462,AT,HEV,45,1.855,4.687,185/65 R15,92,2.74,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,455,309,-,-,-,-,-,-,-,-,-,-,0%,0%,764
,,,All  New Ertiga Gx Hybrid Mt,1.462,AT,HEV,45,1.855,4.687,185/65 R15,92,2.74,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,-,39,121,44,74,54,54,44,40,40,23,206,0%,0%,739
,,,All  New Ertiga Gx Hybrid At,1.462,AT,HEV,45,1.855,4.687,185/65 R15,92,2.74,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,-,34,168,141,186,145,94,90,78,101,98,287,0%,0%,1.422
,,,All  New Ertiga Cr Hybrid Mt,1.462,AT,HEV,45,1.855,4.687,185/65 R15,92,2.74,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,-,1,12,8,9,2,4,5,7,6,10,5,0%,0%,69
,,,All  New Ertiga Cr Hybrid At,1.462,AT,HEV,45,1.855,4.687,185/65 R15,92,2.74,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,-,1,46,17,20,20,19,18,19,74,97,22,0%,0%,353
,,,All  New Ertiga Cr Hybrid 2Tone Mt,1.462,AT,HEV,45,1.855,4.687,185/65 R15,92,2.74,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,-,16,39,21,19,13,21,16,17,10,16,34,0%,0%,222
,,,All  New Ertiga Cr Hybrid 2Tone At,1.462,AT,HEV,45,1.855,4.687,185/65 R15,92,2.74,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,-,59,124,53,50,47,33,36,39,43,38,53,0%,0%,575
,,,Xl-7 Zeta MT,1.462,MT,G,45,1.72,4.353,195/65 R16,105,2.74,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,33,262,289,164,177,186,159,153,123,244,212,251,1%,0%,2.253
,,,Xl-7 Zeta AT,1.462,AT,G,45,1.73,4.375,195/65 R16,105,2.74,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,22,272,245,192,348,178,265,203,226,435,245,375,1%,1%,3.006
,,,Xl-7   Beta Hybrid MT,1.462,MT,HEV,45,1.73,4.375,195/65 R16,105,2.74,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,6,168,115,84,92,65,84,48,64,48,51,131,0%,0%,956
,,,Xl-7 Beta Hybrid AT,1.462,AT,HEV,45,1.73,4.375,195/65 R16,105,2.74,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,183,222,322,254,283,192,214,192,251,223,231,418,1%,1%,2.985
,,,Xl-7 Alpha Hybrid MT,1.462,MT,HEV,45,1.73,4.375,195/65 R16,105,2.74,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,189,-,20,11,18,39,10,15,21,14,22,16,0%,0%,375
,,,Xl-7 Alpha Hybrid AT,1.462,AT,HEV,45,1.73,4.375,195/65 R16,105,2.74,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,652,38,52,52,57,37,47,55,61,45,130,104,0%,0%,1.33
,,,New Baleno AT,1.49,AT,G,-,1.65,-,195/55 R15,110,2.48,4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,India,88,4,466,289,445,318,570,527,449,278,236,2,1%,1%,3.672
,,,APV-GE,1.495,MT,G,46,1.95,4.3,185/80 R14,105,2.625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,105,50,84,124,106,76,103,101,77,95,55,54,0%,0%,1.03
,,,APV-GL,1.495,MT,G,46,1.95,4.3,185/80 R14,105,2.625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,25,87,38,54,81,60,69,74,53,34,26,27,0%,0%,628
,,,APV-GX,1.495,MT,G,46,1.95,4.3,195/65 R15,105,2.625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,59,73,110,66,42,46,144,184,73,72,46,37,0%,0%,952
,,,APV SGX,1.495,MT,G,46,1.95,4.3,195/65 R15,105,2.625,4225 X 1655 X 1855,7,4X2,FR,-,5,4,CKD,INA,17,14,16,27,16,27,43,32,51,25,23,7,0%,0%,298
,,,Grand Vitara GL AT,1.462,AT,G,42,2.085,4.875,175/70 R13,79,1.97,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,34,10,-,4,1,-,-,-,-,-,-,-,0%,0%,49
,,,Grand Vitara GX AT,1.462,AT,G,42,2.085,4.875,175/70 R13,79,1.97,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,95,38,64,55,56,59,90,98,123,100,111,133,0%,0%,1.022
,,,Grand Vitara 2TONE GX AT,1.462,AT,G,42,2.085,4.875,175/70 R13,79,1.97,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,91,99,122,52,184,80,125,103,111,154,116,158,0%,0%,1.395
,,TOYOTA,All  New Agya 1.2 Gr-S MT  Fmc 2023,1.197,MT,G,33,-,4.485,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,-,-,-,1,-,-,-,-,-,-,-,-,0%,0%,1
,,,All  New Agya 1.2 Gr-S Cvt Fmc 2023,1.197,CVT,G,33,-,4.485,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,8,12,11,12,13,15,10,29,52,80,30,68,0%,0%,340
,,,Avanza 1.3 AT  Transmover,1.298,AT,G,45,1.085,5.571,185/70R14,92 / 6000,2.655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,496,377,347,151,509,656,1.004,12,1%,1%,3.552
,,,All  New Avanza 1.3 E 2021,1.298,MT,G,45,1.085,4.875,185/65R15,104 / 6000,2.655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,732,1.067,794,547,1.182,924,1.244,535,1.398,1.077,1.27,2.075,4%,3%,12.845
,,,All  New Avanza 1.3 E Cvt 2021,1.298,AT,G,45,1.085,4.875,185/65R15,104 / 6000,2.655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,708,667,229,363,810,597,837,713,630,908,839,1.077,2%,2%,8.378
,,,All  New Avanza 1.5 G 2021,1.495,MT,G,45,1.085,4.875,185/65R15,104 / 6000,2.655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,1.336,1.339,1.208,881,1.18,1.481,849,1.672,1.147,1.461,1.373,1.097,4%,3%,15.024
,,,All  New Avanza 1.5 G CVT  2021,1.497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,1.113,1.141,1.564,814,1.359,1.122,912,1.727,1.067,1.509,1.478,2.233,5%,3%,16.039
,,,All  New Veloz 1.5 2021,1.497,MT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,210,309,173,78,180,278,299,226,259,202,141,183,1%,1%,2.538
,,,All  New Veloz 1.5 CVT  2021,1.497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,53,43,105,20,46,62,61,69,53,57,38,47,0%,0%,654
,,,All  New Veloz 1.5 Q Cvt 2021,1.497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,405,1.174,820,200,566,956,1.034,789,790,653,281,864,2%,2%,8.532
,,,All  New Veloz 1.5 Q Cvt Tss 2021,1.497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,288,181,210,34,194,238,191,195,129,168,62,127,1%,0%,2.017
,,,RAIZE 1.0T  G One Tone New 2021,998,MT,G,36,1.68,5.462,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,31,62,88,27,19,67,102,17,57,48,59,60,0%,0%,637
,,,RAIZE 1.0T  G CVT  One Tone New 2021,998,CVT,G,36,1.68,5.462,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,69,114,248,17,137,236,223,86,228,123,153,132,0%,0%,1.766
,,,RAIZE 1.0T  G CVT  Two Tone New 2021,998,CVT,G,36,1.68,5.105,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,3,5,2,8,-,3,9,2,13,1,-,-,0%,0%,46
,,,RAIZE 1.0T  GR CVT  One Tone New 2021,998,CVT,G,36,1.68,5.105,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,104,191,145,152,270,222,278,278,203,165,314,212,1%,1%,2.534
,,,RAIZE 1.0T  GR CVT  Two Tone New 2021,998,CVT,G,36,1.68,5.105,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,136,251,309,212,266,283,404,295,146,211,280,254,1%,1%,3.047
,,,RAIZE 1.0T  GR TSS CVT  Two Tone New 2021,998,CVT,G,36,1.68,5.105,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,2,25,12,80,93,78,31,28,43,63,55,0%,0%,510
,,,Raize 1.2T  G New 2021,998,MT,G,36,1.68,5.462,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,14,15,5,8,5,23,9,15,40,31,17,20,0%,0%,202
,,,Raize 1.2T  G CVT  New 2021,998,CVT,G,36,1.68,5.105,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,186,220,264,187,433,335,529,391,400,438,508,501,1%,1%,4.392
,,,New Rush 1.5 G,1.496,MT,G,45,1.2,5.857,215/65R16,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,392,388,114,1,1,-,-,-,-,-,-,-,0%,0%,896
,,,New Rush   1.5 G AT,1.496,AT,G,45,1.2,5.857,215/65R16,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,184,259,327,-,-,-,-,-,-,-,-,-,0%,0%,770
,,,New Rush1.5 GR Sport 2021,1.496,MT,G,45,1.2,5.857,215/60R17,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,1.327,1.902,147,-,1,1,-,1,-,-,-,1,1%,1%,3.38
,,,New Rush 1.5 GR Sport AT  2021,1.496,AT,G,45,1.2,5.857,215/60R17,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,454,1.375,249,-,1,-,-,-,-,-,1,-,1%,0%,2.08
,,,Rush 1.5 G Imp 2024,1.496,MT,G,45,1.2,5.857,215/60R17,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,49,263,108,276,161,276,116,251,234,347,1%,0%,2.081
,,,Rush 1.5 Gr Sport A/T  Imp 2024,1.496,AT,G,45,1.2,5.857,215/60R17,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,354,4,383,1.22,917,1.057,892,1.154,955,1.052,796,824,3%,2%,9.608
