1   SEDAN TYPE SALES                                                                                                                                         `JAN-DEC 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,,SPECIFICATION,,,,,,,,,,,,,,,,,,,,MONTH,,,,,,,,,,,,SHARE BY BRAND,MARKET SHARE,TOTAL 2023
,,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,"CBU
/ CKD","ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
,,,New Yaris 1.5 GR Sport CVT  3 Airbag 2021,1496,AT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,237,150,166,21,16,-,-,-,-,-,-,-,0.1%,0.1%,590
,,,New Yaris 1.5 GR Sport CVT  7 Airbag 2021,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,36,39,36,12,1,-,-,-,-,-,-,-,0%,0%,124
,,,New Yaris 1.5 GR Sport 3 Airbag 2023,1496,MT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,1,1,-,-,9,1,3,5,0%,0%,20
,,,New Yaris 1.5 GR Sport CVT  3 Airbag 2023,1496,AT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,213,104,98,81,55,49,39,22,0.2%,0.1%,661
,,,New Yaris 1.5 GR Sport CVT  7 Airbag 2023,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,2,3,-,1,-,2,1,0%,0%,9
,,,New Yaris Cross 1.5 G,1496,MT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,13,16,8,37,17,2,-,0%,0%,93
,,,New Yaris Cross 1.5 G Cvt,1496,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,155,49,54,70,35,38,37,0.1%,0.1%,438
,,,New Yaris Cross 1.5 S Cvt Tss,1496,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,123,31,22,73,18,2,6,0.1%,0%,275
,,,New Yaris Cross 1.5 S Gr Cvt Tss,1496,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,944,132,39,77,37,17,12,0.3%,0.2%,1258
,,,New Yaris Cross 1.5 S Hv Gr Cvt Tss,1496,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,7,735,639,408,198,203,49,0.5%,0.4%,2239
,,,New Yaris Cross 1.5 S Hv Gr Cvt Tss Premium  Color,1496,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,90,886,885,361,237,232,134,0.7%,0.5%,2825
,,,New Yaris Cross 1.5 S Hv Cvt Tss,1496,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,51,61,44,55,2,0%,0%,213
,,,New Yaris Cross 1.5 S Hv Cvt Tss Premium  Color,1496,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,21,47,61,63,7,0%,0%,199
,,,BZ4X EV,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,2,4,CBU,Japan,7,57,-,-,47,44,207,89,20,3,2,3,0.1%,0.1%,479
,,,RAV 4 GR-S,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,2,4,CBU,Japan,-,-,-,-,1,-,-,-,-,7,3,-,0%,0%,11
,,VOLKSWAGEN,Polo 1.2 GT  TSI AT,1200,AT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,India,3,2,-,-,-,-,-,-,-,-,-,-,0%,0%,5
,,,T-Cross 1.0 TSI AT,999,AT,G,50,-,-,205/55 R17,115,2651,"4,221X1,760X1,612",5,4X2,FF,-,5,4,CBU,India,4,3,2,-,-,5,4,8,5,5,5,4,0%,0%,45
,,,Tiguan Allspace 1.4 TSI AT,1400,AT,G,64,1510,3949,25/55/R17,150,2604,4426 x 1809 x 1703,-,4X2,FF,193,5,4,CKD,INA,12,45,32,10,13,13,18,19,18,5,6,6,0%,0%,197
,,WULING,Confero S 1.5,1500,MT,G,42,-,5,195/60 R15,107,2720,4493X1691X1715,-,4X2,FR,-,5,4,CKD,INA,1,200,955,176,428,513,731,163,433,383,736,538,1.2%,0.9%,5257
,,,Confero S 1.5C,1500,MT,G,42,-,5,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,131,-,-,-,-,45,4,1,-,46,55,97,0.1%,0.1%,379
,,,Confero S 1.5L,1500,MT,G,42,-,5,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,45,15,1,2,61,21,66,0%,0%,211
,,,Confero S 1.5L ACT,1500,AT,G,42,-,5,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,25,-,-,10,-,5,-,0%,0%,40
,,,Cortez 1.5C T  MT,1500,MT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,1,3,-,3,30,26,-,-,-,-,-,-,0%,0%,63
,,,Cortez 1.5C T  CVT,1500,AT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
,,,Cortez 1.5L T  CVT,1500,AT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,1,-,-,-,2,2,2,-,1,1,1,-,0%,0%,10
,,,Cortez 1.5S T  CVT,1500,AT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,41,143,8,1,2,-,-,-,-,-,-,0%,0%,195
,,,Cortez 1.5S T  MT,1500,MT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,4,10,9,-,-,1,-,-,50,5,67,0%,0%,146
,,,Cortez 1.5 CE,1500,CVT,G,-,-,-,-,-,-,-,-,-,-,-,5,4,CKD,INA,1,-,3,-,1,11,17,5,8,10,11,9,0%,0%,76
,,,Cortez 1.5 EX,1500,CVT,G,-,-,-,-,-,-,-,-,-,-,-,5,4,CKD,INA,36,33,43,28,29,39,47,19,9,22,18,11,0.1%,0.1%,334
,,,Formo 1.2 BV,1200,MT,G,42,-,5,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,65,15,3,5,11,10,40,0%,0%,149
,,,Formo 1.2,1200,MT,G,42,-,5,195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,63,-,-,-,-,5,58,45,102,51,75,215,0.1%,0.1%,614
,,,Air EV Lite,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,-,-,-,-,-,-,100,150,256,387,315,0.3%,0.2%,1208
,,,Air EV Standard Range,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,-,2,-,10,41,51,99,203,100,169,231,0.2%,0.2%,906
,,,Air EV Long Range,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,35,83,419,450,445,166,242,281,452,420,223,245,0.8%,0.6%,3461
,,,Binguo 333 KM,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,3,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,566,0.1%,0.1%,566
,,,Binguo 410 KM,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,3,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,827,0.2%,0.1%,827
,,,Alvez 1.5 SE,1500,MT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,10,120,-,99,92,46,57,38,37,135,44,0.2%,0.1%,678
,,,Alvez 1.5 CE,1500,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,242,153,98,31,65,58,156,137,0.2%,0.2%,940
,,,Alvez 1.5 EX,1500,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,140,1041,418,682,246,157,168,273,412,406,362,1%,0.8%,4305
,,,New Almaz RS Pro,1500,CVT,G,-,-,-,-,-,-,-,-,-,-,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,104,36,28,13,0%,0%,181
,,,Almaz 1.5SE T  CVT,1500,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,12,56,-,-,-,-,11,8,5,15,11,40,0%,0%,158
,,,Almaz 1.5SE T  MT,1500,MT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,14,12,7,3,2,7,2,27,10,-,-,0%,0%,84
,,,Almaz RS 1.5T  EX,1500,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,79,9,136,-,54,61,31,54,20,79,115,94,0.2%,0.1%,732
,,,Almaz RS 1.5T  Pro,1500,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,3,50,47,31,6,37,23,23,5,-,10,67,0.1%,0.1%,302
,,TOTAL,,,,,,,,,,,,,,,,,,,,40573,37472,46811,25817,34990,34741,33708,37292,32672,33329,37876,39205,100%,78%,434486
,,CUMULATIVE,,,,,,,,,,,,,,,,,,,,40573,78045,124856,150673,185663,220404,254112,291404,324076,357405,395281,434486,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(4X2) CC 1.501 -  2.500 [G/D] ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
